"indicator","subtopic","short.description","population","year","comparison","adjusted.rate.ratio","adjusted.rate.ratio.low.CI","adjusted.rate.ratio.high.CI","adjusted.for","Significant"
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Women: Asian vs non-Asian",0.39,0.23,0.66,"Age",TRUE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Women: Maori vs non-Maori",0.96,0.71,1.29,"Age",FALSE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Women: Most deprived vs least deprived",0.81,0.59,1.11,"Age, Ethnicity",FALSE
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2018,"Women: Pacific vs non-Pacific",1.01,0.73,1.38,"Age",FALSE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Asian vs non-Asian",0.63,0.48,0.81,"Age, Sex",TRUE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Maori vs non-Maori",1.1,0.97,1.25,"Age, Sex",FALSE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Men: Asian vs non-Asian",0.69,0.48,0.99,"Age",TRUE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Men: Maori vs non-Maori",1.09,0.9,1.32,"Age",FALSE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Men: Most deprived vs least deprived",0.77,0.59,1,"Age, Ethnicity",TRUE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Men: Pacific vs non-Pacific",0.8,0.6,1.07,"Age",FALSE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Most deprived vs least deprived",0.84,0.69,1.02,"Age, Sex, Ethnicity",FALSE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Pacific vs non-Pacific",0.84,0.69,1.03,"Age, Sex",FALSE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Women vs men",0.94,0.84,1.06,"Age",FALSE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Women: Asian vs non-Asian",0.56,0.37,0.85,"Age",TRUE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Women: Maori vs non-Maori",1.11,0.95,1.28,"Age",FALSE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Women: Most deprived vs least deprived",0.92,0.75,1.14,"Age, Ethnicity",FALSE
"ind_64","Vaping / e-cigarettes","Agree that vaping helps people quit smoking","adults",2018,"Women: Pacific vs non-Pacific",0.89,0.71,1.12,"Age",FALSE
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex",NA
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Maori vs non-Maori",1.8,1.17,2.75,"Age, Sex",TRUE
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Men: Maori vs non-Maori",1.91,1.11,3.28,"Age",TRUE
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Men: Most deprived vs least deprived",1.04,0.56,1.94,"Age, Ethnicity",FALSE
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Men: Pacific vs non-Pacific",0.55,0.29,1.04,"Age",FALSE
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Most deprived vs least deprived",1.34,0.78,2.29,"Age, Sex, Ethnicity",FALSE
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Pacific vs non-Pacific",0.72,0.42,1.24,"Age, Sex",FALSE
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Women vs men",0.44,0.29,0.68,"Age",TRUE
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Women: Maori vs non-Maori",1.6,0.78,3.25,"Age",FALSE
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_65","Current smoking (and cannabis use)","Smoked cannabis (last 30 days)","adults",2018,"Women: Pacific vs non-Pacific",1.13,0.46,2.78,"Age",FALSE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Asian vs non-Asian",1.42,1.29,1.57,"Age, Sex",TRUE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Maori vs non-Maori",0.89,0.79,0.99,"Age, Sex",TRUE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Men: Asian vs non-Asian",1.48,1.26,1.73,"Age",TRUE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Men: Maori vs non-Maori",0.85,0.7,1.04,"Age",FALSE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Men: Most deprived vs least deprived",0.92,0.77,1.1,"Age, Ethnicity",FALSE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Men: Pacific vs non-Pacific",1.29,1.09,1.52,"Age",TRUE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Most deprived vs least deprived",1.04,0.92,1.17,"Age, Sex, Ethnicity",FALSE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Pacific vs non-Pacific",1.29,1.16,1.43,"Age, Sex",TRUE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women vs men",1.1,1.02,1.19,"Age",TRUE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women: Asian vs non-Asian",1.38,1.21,1.56,"Age",TRUE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women: Maori vs non-Maori",0.91,0.79,1.05,"Age",FALSE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women: Most deprived vs least deprived",1.16,1,1.33,"Age, Ethnicity",TRUE
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women: Pacific vs non-Pacific",1.29,1.13,1.48,"Age",TRUE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Asian vs non-Asian",1.12,1.06,1.18,"Age, Sex",TRUE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Maori vs non-Maori",0.93,0.87,0.99,"Age, Sex",TRUE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Men: Asian vs non-Asian",1.14,1.05,1.23,"Age",TRUE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Men: Maori vs non-Maori",0.92,0.82,1.02,"Age",FALSE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Men: Most deprived vs least deprived",0.94,0.86,1.04,"Age, Ethnicity",FALSE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Men: Pacific vs non-Pacific",1.06,0.96,1.16,"Age",FALSE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Most deprived vs least deprived",1.01,0.95,1.08,"Age, Sex, Ethnicity",FALSE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Pacific vs non-Pacific",1.08,1.01,1.14,"Age, Sex",TRUE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Women vs men",1.02,0.97,1.07,"Age",FALSE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Women: Asian vs non-Asian",1.1,1.01,1.19,"Age",TRUE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Women: Maori vs non-Maori",0.93,0.86,1.01,"Age",FALSE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Women: Most deprived vs least deprived",1.09,1,1.18,"Age, Ethnicity",TRUE
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion seen or heard by under 18s","adults",2016,"Women: Pacific vs non-Pacific",1.1,1.01,1.18,"Age",TRUE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Asian vs non-Asian",1.3,1.2,1.41,"Age, Sex",TRUE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Maori vs non-Maori",0.92,0.85,1,"Age, Sex",TRUE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Men: Asian vs non-Asian",1.35,1.2,1.53,"Age",TRUE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Men: Maori vs non-Maori",0.86,0.74,1,"Age",TRUE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Men: Most deprived vs least deprived",1.03,0.9,1.18,"Age, Ethnicity",FALSE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Men: Pacific vs non-Pacific",1.06,0.92,1.22,"Age",FALSE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Most deprived vs least deprived",1.05,0.96,1.15,"Age, Sex, Ethnicity",FALSE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Pacific vs non-Pacific",1.1,1,1.2,"Age, Sex",TRUE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Women vs men",1.1,1.03,1.17,"Age",TRUE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Women: Asian vs non-Asian",1.25,1.15,1.37,"Age",TRUE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Women: Maori vs non-Maori",0.98,0.89,1.08,"Age",FALSE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Women: Most deprived vs least deprived",1.07,0.97,1.19,"Age, Ethnicity",FALSE
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 may attend","adults",2016,"Women: Pacific vs non-Pacific",1.14,1.03,1.26,"Age",TRUE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Asian vs non-Asian",1.06,0.86,1.32,"Age, Sex",FALSE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Maori vs non-Maori",1.38,1.18,1.6,"Age, Sex",TRUE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Men: Asian vs non-Asian",1.08,0.77,1.52,"Age",FALSE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Men: Maori vs non-Maori",1.53,1.21,1.93,"Age",TRUE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Men: Most deprived vs least deprived",1.57,1.17,2.13,"Age, Ethnicity",TRUE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Men: Pacific vs non-Pacific",1.18,0.87,1.61,"Age",FALSE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Most deprived vs least deprived",1.43,1.18,1.73,"Age, Sex, Ethnicity",TRUE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Pacific vs non-Pacific",1.36,1.14,1.63,"Age, Sex",TRUE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women vs men",1.31,1.15,1.49,"Age",TRUE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women: Asian vs non-Asian",1.06,0.82,1.36,"Age",FALSE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women: Maori vs non-Maori",1.28,1.09,1.51,"Age",TRUE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women: Most deprived vs least deprived",1.36,1.08,1.7,"Age, Ethnicity",TRUE
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women: Pacific vs non-Pacific",1.52,1.25,1.84,"Age",TRUE
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Maori vs non-Maori",NA,NA,NA,"Age, Sex",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Men: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex, Ethnicity",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Pacific vs non-Pacific",NA,NA,NA,"Age, Sex",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women vs men",NA,NA,NA,"Age",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Asian vs non-Asian",0.28,0.11,0.67,"Age, Sex",TRUE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Maori vs non-Maori",1.45,1.2,1.75,"Age, Sex",TRUE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Asian vs non-Asian",0.23,0.11,0.45,"Age",TRUE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Maori vs non-Maori",1.68,1.3,2.17,"Age",TRUE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Most deprived vs least deprived",0.84,0.61,1.17,"Age, Ethnicity",FALSE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Pacific vs non-Pacific",1.24,0.82,1.88,"Age",FALSE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Most deprived vs least deprived",0.88,0.69,1.13,"Age, Sex, Ethnicity",FALSE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Pacific vs non-Pacific",1.06,0.74,1.51,"Age, Sex",FALSE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Women vs men",0.92,0.77,1.09,"Age",FALSE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Maori vs non-Maori",1.22,0.94,1.57,"Age",FALSE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Most deprived vs least deprived",0.91,0.63,1.32,"Age, Ethnicity",FALSE
"ind_70","Alcohol cutting back","Thought about cutting back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Pacific vs non-Pacific",0.76,0.35,1.66,"Age",FALSE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Asian vs non-Asian",0.33,0.18,0.62,"Age, Sex",TRUE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Maori vs non-Maori",1.73,1.38,2.17,"Age, Sex",TRUE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Asian vs non-Asian",0.34,0.16,0.73,"Age",TRUE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Maori vs non-Maori",1.91,1.39,2.63,"Age",TRUE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Most deprived vs least deprived",1.14,0.75,1.74,"Age, Ethnicity",FALSE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Pacific vs non-Pacific",1.27,0.84,1.91,"Age",FALSE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Most deprived vs least deprived",1.03,0.76,1.4,"Age, Sex, Ethnicity",FALSE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Pacific vs non-Pacific",0.98,0.7,1.37,"Age, Sex",FALSE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women vs men",0.88,0.71,1.09,"Age",FALSE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Maori vs non-Maori",1.55,1.13,2.12,"Age",TRUE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Most deprived vs least deprived",0.88,0.59,1.31,"Age, Ethnicity",FALSE
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Pacific vs non-Pacific",0.54,0.31,0.94,"Age",TRUE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Asian vs non-Asian",0.66,0.56,0.77,"Age, Sex",TRUE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Maori vs non-Maori",1,0.93,1.08,"Age, Sex",FALSE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Men: Asian vs non-Asian",0.79,0.66,0.95,"Age",TRUE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Men: Maori vs non-Maori",1.02,0.92,1.13,"Age",FALSE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Men: Most deprived vs least deprived",0.81,0.7,0.92,"Age, Ethnicity",TRUE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Men: Pacific vs non-Pacific",0.86,0.73,1.01,"Age",FALSE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Most deprived vs least deprived",0.82,0.75,0.9,"Age, Sex, Ethnicity",TRUE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Pacific vs non-Pacific",0.82,0.73,0.92,"Age, Sex",TRUE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Women vs men",0.89,0.84,0.94,"Age",TRUE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Women: Asian vs non-Asian",0.52,0.39,0.7,"Age",TRUE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Women: Maori vs non-Maori",0.98,0.88,1.09,"Age",FALSE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Women: Most deprived vs least deprived",0.84,0.74,0.95,"Age, Ethnicity",TRUE
"ind_72","Alcohol consumption","Drinkers (last year)","adults",2018,"Women: Pacific vs non-Pacific",0.77,0.66,0.9,"Age",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Asian vs non-Asian",2.59,2.08,3.21,"Age, Sex",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Maori vs non-Maori",1,0.77,1.31,"Age, Sex",FALSE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Men: Asian vs non-Asian",2.16,1.41,3.33,"Age",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Men: Maori vs non-Maori",0.92,0.56,1.51,"Age",FALSE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Men: Most deprived vs least deprived",2.43,1.31,4.51,"Age, Ethnicity",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Men: Pacific vs non-Pacific",1.66,1.06,2.6,"Age",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Most deprived vs least deprived",1.86,1.37,2.54,"Age, Sex, Ethnicity",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Pacific vs non-Pacific",1.66,1.31,2.12,"Age, Sex",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Women vs men",1.49,1.2,1.85,"Age",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Women: Asian vs non-Asian",2.89,2.27,3.67,"Age",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Women: Maori vs non-Maori",1.06,0.8,1.38,"Age",FALSE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Women: Most deprived vs least deprived",1.55,1.13,2.11,"Age, Ethnicity",TRUE
"ind_73","Alcohol consumption","Non-drinkers (last year)","adults",2018,"Women: Pacific vs non-Pacific",1.66,1.29,2.15,"Age",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Asian vs non-Asian",0.87,0.75,1,"Age, Sex",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Maori vs non-Maori",0.68,0.59,0.79,"Age, Sex",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Men: Asian vs non-Asian",1.09,0.89,1.33,"Age",FALSE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Men: Maori vs non-Maori",0.63,0.48,0.82,"Age",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Men: Most deprived vs least deprived",0.74,0.61,0.9,"Age, Ethnicity",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Men: Pacific vs non-Pacific",0.48,0.34,0.69,"Age",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Most deprived vs least deprived",0.78,0.68,0.88,"Age, Sex, Ethnicity",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Pacific vs non-Pacific",0.53,0.43,0.66,"Age, Sex",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Women vs men",1.02,0.93,1.11,"Age",FALSE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Women: Asian vs non-Asian",0.66,0.52,0.85,"Age",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Women: Maori vs non-Maori",0.74,0.62,0.87,"Age",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Women: Most deprived vs least deprived",0.82,0.7,0.95,"Age, Ethnicity",TRUE
"ind_74","Alcohol consumption","Drinkers - non-heavy (last four weeks)","adults",2016,"Women: Pacific vs non-Pacific",0.58,0.45,0.75,"Age",TRUE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Asian vs non-Asian",0.27,0.17,0.42,"Age, Sex",TRUE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Maori vs non-Maori",1.72,1.5,1.99,"Age, Sex",TRUE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Men: Asian vs non-Asian",0.25,0.13,0.47,"Age",TRUE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Men: Maori vs non-Maori",1.55,1.27,1.89,"Age",TRUE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Men: Most deprived vs least deprived",1.2,0.94,1.53,"Age, Ethnicity",FALSE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Men: Pacific vs non-Pacific",1.17,0.88,1.54,"Age",FALSE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Most deprived vs least deprived",1.13,0.91,1.4,"Age, Sex, Ethnicity",FALSE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Pacific vs non-Pacific",1.01,0.8,1.26,"Age, Sex",FALSE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Women vs men",0.65,0.56,0.75,"Age",TRUE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Women: Asian vs non-Asian",0.3,0.14,0.6,"Age",TRUE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Women: Maori vs non-Maori",1.97,1.57,2.47,"Age",TRUE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Women: Most deprived vs least deprived",0.99,0.72,1.37,"Age, Ethnicity",FALSE
"ind_75","Alcohol consumption","Drinkers – heavy (last four weeks)","adults",2016,"Women: Pacific vs non-Pacific",0.79,0.53,1.19,"Age",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Asian vs non-Asian",0.43,0.23,0.81,"Age, Sex",TRUE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Maori vs non-Maori",1.02,0.64,1.63,"Age, Sex",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Men: Asian vs non-Asian",0.54,0.22,1.34,"Age",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Men: Maori vs non-Maori",1.04,0.53,2.04,"Age",FALSE
