"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Least (1-3)",65.4,59.1,71.3,67.7,60.8,74.1,66.5,61.6,71.1,774000,717000,828000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Mid (4-7)",58.5,53.2,63.6,66.8,60.6,72.7,62.5,58.4,66.4,1024000,958000,1089000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Most (8-10)",51.8,46.2,57.3,55.1,48.6,61.4,53.5,49.3,57.6,519000,478000,559000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Total",59,55.7,62.2,63.9,60.3,67.5,61.4,58.9,63.8,2317000,2224000,2408000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"15-24",55.2,45.3,64.8,51.9,41.9,61.9,53.5,47,60,358000,314000,402000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"25-44",52.8,47.4,58.3,62.8,56.4,68.9,57.7,53.6,61.7,705000,656000,754000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"45-64",64.4,59.1,69.6,67.1,61.6,72.3,65.7,61.8,69.4,786000,739000,831000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"65+",63.7,57.4,69.6,73.1,66.3,79.2,68.3,63.8,72.6,467000,436000,497000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Very fair or fair",61.6,56.7,66.4,67.2,61,73.1,64.2,60.5,67.8,909000,856000,960000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Medium",64.4,58.8,69.7,64.7,58.1,71,64.5,60.3,68.7,742000,692000,789000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Olive",52.6,45.6,59.4,58.5,51.3,65.4,55.4,50.5,60.3,481000,438000,523000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Dark, very dark or black",42.9,31.9,54.5,62.9,54.1,71.2,55.4,48.1,62.5,185000,161000,209000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Maori",54.1,46.9,61.2,57.1,49.6,64.3,55.5,50.4,60.5,276000,250000,301000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Pacific",49.7,41.6,57.7,56.1,45.7,66.1,53,46.8,59.2,135000,119000,150000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Asian",49.9,38.6,61.1,50.8,40,61.5,50.3,42.4,58.1,276000,233000,319000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"European/Other",61.4,57.9,64.9,68,63.9,71.9,64.6,62,67.2,1851000,1775000,1924000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"Least (1-3)",1.7,0.3,5.1,7.9,4.2,13.4,4.6,2.7,7.3,49000,29000,77000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"Mid (4-7)",3.1,1.3,6.1,9.5,5.5,14.9,6.1,3.9,9,83000,53000,123000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"Most (8-10)",0,0,1.8,8.5,3.9,15.6,4.3,2,8.2,40000,18000,74000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"Total",1.8,0.9,3.3,8.7,6.3,11.7,5.2,3.9,6.7,172000,131000,225000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"15-24",1.1,0.1,4.3,4.2,1,11.1,2.6,0.8,6.2,16000,5000,38000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"25-44",1.9,0.4,5.4,5.7,2.6,10.6,3.7,2,6.4,44000,23000,75000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"45-64",3,1.1,6.6,13.8,8.1,21.4,8.1,5.1,12.2,85000,53000,127000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"65+",0,0,5.3,11.2,4.3,22.7,5.4,2,11.2,27000,10000,56000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"Maori",1.5,0.4,3.6,9.9,5.5,16.2,5.5,3.3,8.5,23000,14000,35000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"Pacific",0,0,4.6,9.3,4,17.8,4.3,1.9,8.4,7000,3000,14000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"Asian",1.6,0,8.9,2.1,0.7,4.9,1.8,0.4,4.9,5000,1000,14000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2006,"European/Other",2.1,1,4,9.3,6.4,13.1,5.6,4.1,7.5,149000,107000,2e+05
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"Least (1-3)",0.9,0.2,2.3,8,2,20.2,4.2,1.3,10,44000,13000,105000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"Mid (4-7)",3.9,1.7,7.4,4.2,1.9,8.1,4,2.3,6.5,55000,31000,88000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"Most (8-10)",4.7,1.7,10,6.8,3.6,11.6,5.7,3.5,8.8,55000,33000,84000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"Total",3.2,1.8,5,6.1,3.5,9.7,4.6,3.2,6.5,154000,107000,220000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"15-24",1.1,0.1,4.7,4.2,0.7,12.6,2.7,0.7,6.9,17000,4000,42000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"25-44",4.1,1.6,8.5,4.1,1.5,8.7,4.1,2.2,7,49000,26000,84000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"45-64",3.3,1,7.8,9.2,3.4,19.1,6.3,3,11.6,67000,31000,122000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"65+",3.1,0.6,8.7,6.4,1.8,15.3,4.4,1.8,8.8,22000,9000,44000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"Maori",3.2,0.9,8,8,3.8,14.7,5.5,3,9.1,23000,13000,38000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"Pacific",1.8,0.6,4.4,13.8,5.6,26.7,7.5,3.6,13.5,14000,7000,25000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"Asian",3.8,0.1,20.9,0,0,22,2,0,11.2,6000,0,36000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2008,"European/Other",3,1.6,5,6,2.9,10.6,4.4,2.7,6.7,118000,73000,181000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Least (1-3)",0.9,0.2,2.7,1.1,0.2,3.3,1,0.3,2.6,12000,3000,31000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Mid (4-7)",0.8,0.1,2.4,8.3,4,14.9,4.3,2.3,7.4,54000,29000,92000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Most (8-10)",1.3,0.3,3.3,7.8,3.9,13.6,4.3,2.4,7.2,44000,24000,73000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Total",1,0.5,1.8,5.6,3.5,8.3,3.2,2.2,4.6,110000,77000,158000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"15-24",0,0,6.1,4.3,0.6,14.2,2.2,0.3,7.4,13000,2000,43000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"25-44",1,0.2,2.7,1.7,0.5,4,1.3,0.6,2.6,15000,7000,30000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"45-64",1.5,0.4,3.6,9.9,5.2,16.7,5.6,3.2,8.9,63000,36000,101000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"65+",1,0.1,3.6,6.3,2.2,13.7,3.5,1.4,7,19000,8000,38000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Non-problem gambler",0.7,0.2,1.7,4.7,2.4,8,2.6,1.5,4.1,64000,37000,102000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Low-risk gambler",8.7,2.3,21.3,23.8,9,45.3,17.2,8.1,30.4,35000,17000,63000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Moderate-risk or problem gambler",0.7,0,3.9,17.6,4.3,41.5,10.5,3,24.5,11000,3000,26000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Maori",1.8,0.5,4.7,7.1,3.1,13.5,4.3,2.2,7.6,19000,10000,33000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Pacific",2.7,0.1,13.5,4.6,1.1,12.4,3.6,1,9.1,7000,2000,18000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"Asian",1.8,0.2,6.6,3.8,0.4,13.8,2.8,0.6,7.5,10000,2000,27000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2010,"European/Other",0.8,0.3,1.8,6.2,3.7,9.7,3.4,2.1,5.1,91000,57000,137000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Least (1-3)",0.4,0.1,1.4,4.2,0.8,12,2.3,0.6,6.1,22000,5000,58000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Mid (4-7)",0.6,0.1,1.7,6.9,4.2,10.6,3.6,2.3,5.3,54000,34000,80000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Most (8-10)",0.4,0.1,1.1,10.4,6.1,16.4,5.2,3.1,8.3,55000,32000,87000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Total",0.5,0.2,1,7.2,5,10,3.7,2.7,5.1,131000,95000,180000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"15-24",0,0,5.5,6,1.7,14.7,3.1,0.9,7.6,19000,5000,47000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"25-44",0.2,0,0.8,6.7,2.8,13.1,3.3,1.5,6.4,38000,17000,73000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"45-64",0.8,0.2,2,7.2,4.2,11.3,3.8,2.3,5.7,42000,26000,64000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"65+",1.1,0.2,3.3,9.3,5.2,15,5.1,3,8.1,32000,19000,51000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Non-problem gambler",0.5,0.2,1.2,8.6,5.7,12.4,4.3,2.9,6.1,97000,65000,139000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Low-risk gambler",2.5,0,13.9,35.9,15.7,60.5,21.2,9.7,37.3,20000,9000,35000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,29.2,10.5,55.2,13000,5000,25000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Maori",0.3,0.1,0.9,5.5,2.1,11.3,2.8,1.1,5.5,12000,5000,25000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Pacific",1,0.2,2.8,11.2,5.5,19.8,5.9,3.1,10.1,12000,6000,21000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Asian",0,0,6.7,6.9,0.8,23,3.2,0.4,11.1,13000,2000,44000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"European/Other",0.5,0.2,1.1,6.8,4.4,9.8,3.5,2.4,5,1e+05,68000,141000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Least (1-3)",1.3,0.2,4.1,1.7,0.4,4.7,1.5,0.5,3.2,17000,6000,37000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Mid (4-7)",0.5,0.1,1.7,2.6,1,5.6,1.6,0.7,3.1,24000,10000,48000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Most (8-10)",0.1,0,0.5,7.4,3,14.6,3.4,1.4,6.9,30000,12000,61000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Total",0.7,0.2,1.5,3.4,1.9,5.5,2,1.3,3.1,72000,46000,112000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"15-24",0,0,6.2,3.6,0.4,13.3,1.9,0.2,7,12000,1000,45000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"25-44",0.7,0,3.8,2.6,0.4,8.4,1.6,0.4,4.4,19000,4000,51000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"45-64",1.2,0.4,3,1.8,0.9,3.3,1.5,0.8,2.5,16000,9000,28000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"65+",0.4,0.1,1.3,7.2,3.6,12.7,3.6,1.9,6.2,25000,13000,44000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Non-problem gambler",0.7,0.2,2,3.7,2.1,6.1,2.1,1.3,3.3,51000,30000,79000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Low-risk gambler",7.3,0.8,24.5,5,1.1,13.7,6.1,1.9,14.1,6000,2000,15000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,23,2.9,61.6,15000,2000,41000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Maori",0.7,0.1,2.7,1.9,0.8,3.8,1.3,0.6,2.4,6000,3000,11000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Pacific",0.3,0,1.6,2.6,0.8,6,1.4,0.5,3.1,3000,1000,7000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Asian",0,0,7.1,2.2,0,12.4,1.1,0,6.1,5000,0,28000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"European/Other",0.7,0.2,1.9,3.6,1.8,6.3,2.1,1.2,3.5,58000,33000,95000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Least (1-3)",0.8,0.2,2.3,6.2,3.4,10.4,3.4,2,5.4,40000,23000,63000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Mid (4-7)",1,0.4,2,6.2,4,9.1,3.5,2.3,4.9,57000,38000,81000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Most (8-10)",0.9,0.3,2,6.9,4.7,9.7,4,2.8,5.5,38000,27000,54000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Total",0.9,0.5,1.5,6.4,4.9,8.1,3.6,2.9,4.5,135000,108000,169000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"15-24",0.8,0,3.6,4.6,1.6,10.2,2.8,1.1,5.8,19000,7000,39000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"25-44",0.4,0.1,1.6,5.9,3.4,9.3,3.1,1.9,4.8,38000,23000,59000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"45-64",1,0.4,2,7.4,5,10.7,4,2.8,5.6,48000,33000,67000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"65+",1.7,0.7,3.4,7.3,4.2,11.8,4.5,2.8,6.8,31000,19000,46000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Non-problem gambler",1,0.5,1.8,7.1,5.2,9.5,4,3,5.2,99000,75000,129000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Low-risk gambler",2.5,0.4,8.3,26.8,12.9,45.3,15.5,7.5,27,20000,9000,34000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Moderate-risk or problem gambler",18.5,1.3,58.8,32.8,15.8,53.8,28.1,15.1,44.6,16000,9000,26000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Maori",1.3,0.6,2.4,7,4.1,10.9,4,2.5,5.9,20000,13000,29000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Pacific",0.1,0,0.5,8.7,4,16,4.5,2.1,8.3,12000,5000,21000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Asian",0,0,3.2,4.5,1.1,11.8,2.2,0.6,5.8,12000,3000,32000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"European/Other",1,0.6,1.8,6.6,4.9,8.6,3.7,2.9,4.8,107000,82000,137000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Least (1-3)",0.2,0,0.7,5.7,1.8,13.1,2.9,1,6.6,37000,12000,83000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Mid (4-7)",2.5,0.8,5.5,7.4,4.3,11.6,4.8,3,7.3,75000,46000,114000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Most (8-10)",1.2,0.3,2.9,5.9,3.1,10,3.5,2,5.6,39000,23000,62000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Total",1.4,0.6,2.6,6.4,4.3,9,3.8,2.8,5.2,150000,109000,206000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"15-24",1.9,0.2,6.8,4.2,0.3,17.2,3.1,0.5,9.4,21000,4000,63000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"25-44",0.8,0.2,2.3,8.5,4.8,13.8,4.6,2.8,7.2,60000,36000,94000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"45-64",1.4,0.2,4.5,3.3,1.5,6.3,2.3,1.1,4.2,28000,14000,50000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"65+",1.7,0.7,3.6,9.2,5.4,14.4,5.3,3.3,8,41000,26000,62000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Non-problem gambler",2.1,0.9,4,5.7,3.6,8.5,3.8,2.5,5.3,91000,62000,130000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Low-risk gambler",1.3,0,7.4,46.9,16.3,79.4,32.6,13.6,57.1,46000,19000,81000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,21.2,5,49.1,16.3,5.2,34.8,12000,4000,26000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Maori",2.1,0.5,5.6,8.5,4.3,14.7,5.1,2.9,8.3,27000,15000,43000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Pacific",0.5,0.1,1.4,4.1,1.8,7.9,2.3,1.1,4.3,6000,3000,11000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Asian",0,0,6.8,4.8,0.3,19.7,2.3,0.2,9.9,14000,1000,60000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"European/Other",1.7,0.8,3.2,7.2,4.6,10.5,4.4,3,6.2,130000,89000,183000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Least (1-3)",47.9,38.2,57.7,52.4,40.8,63.7,50,42.6,57.4,525000,447000,603000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Mid (4-7)",45.8,37.6,54.2,57.5,48.2,66.4,51.5,45.1,57.9,7e+05,612000,786000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Most (8-10)",47.1,40.3,53.9,37,25.4,49.9,42.1,35.5,49,403000,340000,468000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Total",46.8,42,51.7,50,44.1,55.9,48.4,44.6,52.1,1627000,1502000,1753000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"15-24",35.9,19.5,55.3,39.6,23.2,57.8,37.8,26.2,50.5,233000,162000,311000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"25-44",51.6,44.4,58.6,49.3,40.4,58.3,50.5,45,56,607000,541000,673000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"45-64",50.1,42,58.1,54.9,44.3,65.3,52.6,45.9,59.2,552000,481000,622000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"65+",42.5,32.3,53.1,54.6,41,67.8,47.4,38.9,56.1,235000,193000,279000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Very fair or fair",47.6,40.3,55,51.5,40.3,62.6,49.2,43.2,55.1,540000,474000,605000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Medium",43.6,34.8,52.7,61.6,50.3,72.1,52.5,45.2,59.6,6e+05,517000,682000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Olive",53.6,43.2,63.8,42.9,31,55.5,48,40,56.1,384000,320000,449000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Dark, very dark or black",36.4,23.4,51,29.5,18.3,42.8,32,22.6,42.7,104000,73000,138000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Maori",41.1,32.8,49.7,44.7,33.1,56.7,42.8,35.4,50.5,181000,149000,213000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Pacific",33.4,25.1,42.5,42.3,29.8,55.5,37.6,30.4,45.2,69000,55000,82000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"Asian",38.8,16.8,64.7,34.4,15,58.7,36.7,21,54.8,118000,67000,176000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2008,"European/Other",49.1,43.8,54.5,52.3,45.5,59,50.6,46.4,54.9,1356000,1241000,1470000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Least (1-3)",46.1,37.6,54.8,46.6,37,56.3,46.4,38.8,54.1,440000,368000,513000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Mid (4-7)",39.8,33.6,46.2,46.2,39.6,52.8,42.8,37.7,48.1,642000,565000,720000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Most (8-10)",41.6,34.8,48.7,41.7,34.6,49.1,41.7,36.1,47.4,438000,380000,498000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Total",42,38,46.1,45,40.7,49.3,43.4,40.1,46.8,1519000,1404000,1637000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"15-24",34.2,24.9,44.6,34.9,23.6,47.5,34.5,26.6,43.2,215000,166000,268000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"25-44",43.1,37.1,49.1,47.9,40,55.8,45.4,40.2,50.6,519000,460000,579000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"45-64",44.1,37.1,51.2,48.5,41,56,46.1,40.7,51.6,511000,451000,572000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"65+",43.7,35.7,52.1,44.3,36.4,52.5,44,38.2,50,274000,238000,312000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Very fair or fair",43.9,37.4,50.6,46.5,39.4,53.6,45,39.7,50.5,594000,524000,666000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Medium",41.3,34.6,48.2,48.9,41.5,56.4,45.2,40.1,50.4,476000,422000,531000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Olive",40,33.1,47.2,43.1,33.2,53.5,41.5,35.2,48,289000,245000,334000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Dark, very dark or black",41.1,30,52.8,34.9,25.6,45.1,37.6,30.3,45.4,158000,127000,191000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Maori",33.4,27.2,40.2,40.9,33.2,49,37,31.8,42.4,167000,144000,192000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Pacific",39.7,27.2,53.4,35.2,26.2,45,37.5,29.3,46.3,78000,61000,96000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Asian",36.1,23.7,50.1,35.7,19.1,55.2,35.9,25.4,47.5,143000,101000,189000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"European/Other",43.2,38.9,47.6,47.1,42.3,51.9,45,41.5,48.7,1283000,1181000,1386000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Least (1-3)",44.5,37,52.1,43.5,35.7,51.5,44,38.3,49.7,503000,439000,568000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Mid (4-7)",41.8,36.2,47.5,44.4,37.3,51.6,43.1,38.2,48.1,670000,594000,748000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Most (8-10)",37,30.9,43.4,38.5,30.6,46.9,37.7,32.6,43,333000,288000,380000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Total",41.5,37.8,45.2,42.8,38.5,47.2,42.1,39.2,45.1,1516000,1411000,1623000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"15-24",29.1,19.4,40.5,27.8,17,40.8,28.4,20.9,37,184000,135000,239000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"25-44",44.1,38.6,49.6,42.2,34.5,50.1,43.2,38.6,47.8,501000,449000,555000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"45-64",45.4,38.5,52.4,51.2,44,58.5,48.2,42.9,53.5,527000,469000,585000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"65+",41.8,34.5,49.3,45.5,36.8,54.4,43.5,37.2,49.9,304000,261000,349000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Very fair or fair",45.2,38.9,51.7,47.2,39,55.5,46.1,41,51.2,602000,536000,670000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Medium",39,33.2,45,42,34.5,49.8,40.5,35.6,45.5,480000,422000,540000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Olive",39.4,31.2,48,40.3,30.3,50.9,39.8,33.4,46.6,299000,250000,349000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Dark, very dark or black",38.6,25.8,52.7,35.9,26.1,46.5,37,29,45.6,123000,96000,151000
